timestamp,sensor_id,latitude,longitude,sensor_type,radiation_level,quality_flag,status
2024-01-01T04:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.1307,normal,operational
2024-01-01T04:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.1506,normal,operational
2024-01-01T04:00:00Z,014,49.52766286473023,-1.8621212148759514,gamma,0.1689,normal,operational
2024-01-01T04:00:00Z,015,49.53386878467631,-1.8465598296001553,beta,0.0845,normal,operational
2024-01-01T05:00:00Z,001,49.54744418130489,-1.8423994190897792,beta,0.0965,normal,operational
2024-01-01T05:00:00Z,002,49.54811226239893,-1.840870942864567,alpha,0.0739,normal,operational
2024-01-01T05:00:00Z,003,49.528584186043595,-1.8753005055338143,beta,0.1234,normal,operational
2024-01-01T05:00:00Z,004,49.54491342878202,-1.8610001167375594,gamma,0.1464,normal,operational
2024-01-01T05:00:00Z,005,49.53925236556679,-1.8575866901502014,beta,0.1188,normal,operational
2024-01-01T05:00:00Z,006,49.53557287847391,-1.8438387445081026,beta,0.1419,normal,operational
2024-01-01T05:00:00Z,007,49.542097649439235,-1.8744515932910144,alpha,0.0558,normal,operational
2024-01-01T05:00:00Z,008,49.524039997917136,-1.8404443308431655,alpha,0.0845,normal,operational
2024-01-01T05:00:00Z,009,49.53970976871205,-1.8421332706976683,beta,0.1303,normal,operational
2024-01-01T05:00:00Z,010,49.54115194352111,-1.8767024976760147,beta,0.1088,normal,operational
2024-01-01T05:00:00Z,011,49.533732253287454,-1.85943152862601,beta,0.1245,normal,operational
2024-01-01T05:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.1259,normal,operational
2024-01-01T05:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.1474,normal,operational
2024-01-01T05:00:00Z,014,49.52766286473023,-1.8621212148759514,gamma,0.1666,normal,operational
2024-01-01T05:00:00Z,015,49.53386878467631,-1.8465598296001553,beta,0.127,normal,operational
2024-01-01T06:00:00Z,001,49.54744418130489,-1.8423994190897792,beta,0.1291,normal,operational
2024-01-01T06:00:00Z,002,49.54811226239893,-1.840870942864567,alpha,0.0961,normal,operational
2024-01-01T06:00:00Z,003,49.528584186043595,-1.8753005055338143,beta,0.1302,normal,operational
2024-01-01T06:00:00Z,004,49.54491342878202,-1.8610001167375594,gamma,0.1455,normal,operational
2024-01-01T06:00:00Z,005,49.53925236556679,-1.8575866901502014,beta,0.1195,normal,operational
2024-01-01T06:00:00Z,006,49.53557287847391,-1.8438387445081026,beta,0.1177,normal,operational
2024-01-01T06:00:00Z,007,49.542097649439235,-1.8744515932910144,alpha,0.0793,normal,operational
2024-01-01T06:00:00Z,008,49.524039997917136,-1.8404443308431655,alpha,0.0893,normal,operational
2024-01-01T06:00:00Z,009,49.53970976871205,-1.8421332706976683,beta,0.1184,normal,operational
2024-01-01T06:00:00Z,010,49.54115194352111,-1.8767024976760147,beta,0.1447,normal,operational
2024-01-01T06:00:00Z,011,49.533732253287454,-1.85943152862601,beta,0.1224,normal,operational
2024-01-01T06:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.1108,normal,operational
2024-01-01T06:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.1596,normal,operational
2024-01-01T06:00:00Z,014,49.52766286473023,-1.8621212148759514,gamma,0.1383,normal,operational
2024-01-01T06:00:00Z,015,49.53386878467631,-1.8465598296001553,beta,0.1264,normal,operational
2024-01-01T07:00:00Z,001,49.54744418130489,-1.8423994190897792,beta,0.1143,normal,operational
2024-01-01T07:00:00Z,002,49.54811226239893,-1.840870942864567,alpha,0.083,normal,operational
2024-01-01T07:00:00Z,003,49.528584186043595,-1.8753005055338143,beta,0.1388,normal,operational
2024-01-01T07:00:00Z,004,49.54491342878202,-1.8610001167375594,gamma,0.1527,normal,operational
2024-01-01T07:00:00Z,005,49.53925236556679,-1.8575866901502014,beta,0.135,normal,operational
2024-01-01T07:00:00Z,006,49.53557287847391,-1.8438387445081026,beta,0.1413,normal,operational
2024-01-01T07:00:00Z,007,49.542097649439235,-1.8744515932910144,alpha,0.0756,normal,operational
2024-01-01T07:00:00Z,008,49.524039997917136,-1.8404443308431655,alpha,0.0731,normal,operational
2024-01-01T07:00:00Z,009,49.53970976871205,-1.8421332706976683,beta,0.1205,normal,operational
2024-01-01T07:00:00Z,010,49.54115194352111,-1.8767024976760147,beta,0.1135,normal,operational
2024-01-01T07:00:00Z,011,49.533732253287454,-1.85943152862601,beta,0.12,normal,operational
2024-01-01T07:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.1221,normal,operational
2024-01-01T07:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.1604,normal,operational
2024-01-01T07:00:00Z,014,49.52766286473023,-1.8621212148759514,gamma,0.156,normal,operational
2024-01-01T07:00:00Z,015,49.53386878467631,-1.8465598296001553,beta,0.1173,normal,operational
2024-01-01T08:00:00Z,001,49.54744418130489,-1.8423994190897792,beta,0.1271,normal,operational
2024-01-01T08:00:00Z,002,49.54811226239893,-1.840870942864567,alpha,0.0996,normal,operational
2024-01-01T08:00:00Z,003,49.528584186043595,-1.8753005055338143,beta,0.1057,normal,operational
2024-01-01T08:00:00Z,004,49.54491342878202,-1.8610001167375594,gamma,0.1704,normal,operational
2024-01-01T08:00:00Z,005,49.53925236556679,-1.8575866901502014,beta,0.1213,normal,operational
2024-01-01T08:00:00Z,006,49.53557287847391,-1.8438387445081026,beta,0.1293,normal,operational
2024-01-01T08:00:00Z,007,49.542097649439235,-1.8744515932910144,alpha,0.0818,normal,operational
2024-01-01T08:00:00Z,008,49.524039997917136,-1.8404443308431655,alpha,0.0911,normal,operational
2024-01-01T08:00:00Z,009,49.53970976871205,-1.8421332706976683,beta,0.1443,normal,operational
2024-01-01T08:00:00Z,010,49.54115194352111,-1.8767024976760147,beta,0.1181,normal,operational
2024-01-01T08:00:00Z,011,49.533732253287454,-1.85943152862601,beta,0.1249,normal,operational
2024-01-01T08:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.1221,normal,operational
2024-01-01T08:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.1748,normal,operational
2024-01-01T08:00:00Z,014,49.52766286473023,-1.8621212148759514,gamma,0.1343,normal,operational
2024-01-01T08:00:00Z,015,49.53386878467631,-1.8465598296001553,beta,0.1675,normal,operational
2024-01-01T09:00:00Z,001,49.54744418130489,-1.8423994190897792,beta,0.1249,normal,operational
2024-01-01T09:00:00Z,002,49.54811226239893,-1.840870942864567,alpha,0.0916,normal,operational
2024-01-01T09:00:00Z,003,49.528584186043595,-1.8753005055338143,beta,0.0977,normal,operational
2024-01-01T09:00:00Z,004,49.54491342878202,-1.8610001167375594,gamma,0.2019,normal,operational
2024-01-01T09:00:00Z,005,49.53925236556679,-1.8575866901502014,beta,0.1225,normal,operational
2024-01-01T09:00:00Z,006,49.53557287847391,-1.8438387445081026,beta,0.122,normal,operational
2024-01-01T09:00:00Z,007,49.542097649439235,-1.8744515932910144,alpha,0.0883,normal,operational
2024-01-01T09:00:00Z,008,49.524039997917136,-1.8404443308431655,alpha,0.0865,normal,operational
2024-01-01T09:00:00Z,009,49.53970976871205,-1.8421332706976683,beta,0.139,normal,operational
2024-01-01T09:00:00Z,010,49.54115194352111,-1.8767024976760147,beta,0.1443,normal,operational
2024-01-01T09:00:00Z,011,49.533732253287454,-1.85943152862601,beta,0.1323,normal,operational
2024-01-01T09:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.0954,normal,operational
2024-01-01T09:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.1361,normal,operational
2024-01-01T09:00:00Z,014,49.52766286473023,-1.8621212148759514,gamma,0.1519,normal,operational
2024-01-01T09:00:00Z,015,49.53386878467631,-1.8465598296001553,beta,0.1066,normal,operational
2024-01-01T10:00:00Z,001,49.54744418130489,-1.8423994190897792,beta,0.1285,normal,operational
2024-01-01T10:00:00Z,002,49.54811226239893,-1.840870942864567,alpha,0.0891,normal,operational
2024-01-01T10:00:00Z,003,49.528584186043595,-1.8753005055338143,beta,0.1205,normal,operational
2024-01-01T10:00:00Z,004,49.54491342878202,-1.8610001167375594,gamma,0.1554,normal,operational
2024-01-01T10:00:00Z,005,49.53925236556679,-1.8575866901502014,beta,0.1275,normal,operational
2024-01-01T10:00:00Z,006,49.53557287847391,-1.8438387445081026,beta,0.1316,normal,operational
2024-01-01T10:00:00Z,007,49.542097649439235,-1.8744515932910144,alpha,0.0741,normal,operational
2024-01-01T10:00:00Z,008,49.524039997917136,-1.8404443308431655,alpha,0.0887,normal,operational
2024-01-01T10:00:00Z,009,49.53970976871205,-1.8421332706976683,beta,0.1333,normal,operational
2024-01-01T10:00:00Z,010,49.54115194352111,-1.8767024976760147,beta,0.1551,normal,operational
2024-01-01T10:00:00Z,011,49.533732253287454,-1.85943152862601,beta,0.1547,normal,operational
2024-01-01T10:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.1009,normal,operational
2024-01-01T10:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.1401,normal,operational
2024-01-01T10:00:00Z,014,49.52766286473023,-1.8621212148759514,gamma,0.1346,normal,operational
2024-01-01T10:00:00Z,015,49.53386878467631,-1.8465598296001553,beta,0.148,normal,operational
2024-01-01T11:00:00Z,001,49.54744418130489,-1.8423994190897792,beta,0.1285,normal,operational
2024-01-01T11:00:00Z,002,49.54811226239893,-1.840870942864567,alpha,0.0929,normal,operational
2024-01-01T11:00:00Z,003,49.528584186043595,-1.8753005055338143,beta,0.1445,normal,operational
2024-01-01T11:00:00Z,004,49.54491342878202,-1.8610001167375594,gamma,0.1481,normal,operational
2024-01-01T11:00:00Z,005,49.53925236556679,-1.8575866901502014,beta,0.1179,normal,operational
2024-01-01T11:00:00Z,006,49.53557287847391,-1.8438387445081026,beta,0.1352,normal,operational
2024-01-01T11:00:00Z,007,49.542097649439235,-1.8744515932910144,alpha,0.1001,normal,operational
2024-01-01T11:00:00Z,008,49.524039997917136,-1.8404443308431655,alpha,0.0979,normal,operational
2024-01-01T11:00:00Z,009,49.53970976871205,-1.8421332706976683,beta,0.1143,normal,operational
2024-01-01T11:00:00Z,010,49.54115194352111,-1.8767024976760147,beta,0.1159,normal,operational
2024-01-01T11:00:00Z,011,49.533732253287454,-1.85943152862601,beta,0.1132,normal,operational
2024-01-01T11:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.1511,normal,operational
2024-01-01T11:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.1393,normal,operational
2024-01-01T11:00:00Z,014,49.52766286473023,-1.8621212148759514,gamma,0.167,normal,operational
2024-01-01T11:00:00Z,015,49.53386878467631,-1.8465598296001553,beta,0.1344,normal,operational
2024-01-01T12:00:00Z,001,49.54744418130489,-1.8423994190897792,beta,0.1425,normal,operational
2024-01-01T12:00:00Z,002,49.54811226239893,-1.840870942864567,alpha,0.076,normal,operational
2024-01-01T12:00:00Z,003,49.528584186043595,-1.8753005055338143,beta,0.1276,normal,operational
2024-01-01T12:00:00Z,004,49.54491342878202,-1.8610001167375594,gamma,0.176,normal,operational
2024-01-01T12:00:00Z,005,49.53925236556679,-1.8575866901502014,beta,0.1311,normal,operational
2024-01-01T12:00:00Z,006,49.53557287847391,-1.8438387445081026,beta,0.1387,normal,operational
2024-01-01T12:00:00Z,007,49.542097649439235,-1.8744515932910144,alpha,0.0703,normal,operational
2024-01-01T12:00:00Z,008,49.524039997917136,-1.8404443308431655,alpha,0.0812,normal,operational
2024-01-01T12:00:00Z,009,49.53970976871205,-1.8421332706976683,beta,0.1265,normal,operational
2024-01-01T12:00:00Z,010,49.54115194352111,-1.8767024976760147,beta,0.1536,normal,operational
2024-01-01T12:00:00Z,011,49.533732253287454,-1.85943152862601,beta,0.1215,normal,operational
2024-01-01T12:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.13,normal,operational
2024-01-01T12:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.1451,normal,operational
2024-01-01T12:00:00Z,014,49.52766286473023,-1.8621212148759514,gamma,0.1708,normal,operational
2024-01-01T12:00:00Z,015,49.53386878467631,-1.8465598296001553,beta,0.1227,normal,operational
2024-01-01T13:00:00Z,001,49.54744418130489,-1.8423994190897792,beta,0.1289,normal,operational
2024-01-01T13:00:00Z,002,49.54811226239893,-1.840870942864567,alpha,0.0725,normal,operational
2024-01-01T13:00:00Z,003,49.528584186043595,-1.8753005055338143,beta,0.1515,normal,operational
2024-01-01T13:00:00Z,004,49.54491342878202,-1.8610001167375594,gamma,0.1314,normal,operational
2024-01-01T13:00:00Z,005,49.53925236556679,-1.8575866901502014,beta,0.1299,normal,operational
2024-01-01T13:00:00Z,006,49.53557287847391,-1.8438387445081026,beta,0.1287,normal,operational
2024-01-01T13:00:00Z,007,49.542097649439235,-1.8744515932910144,alpha,0.0822,normal,operational
2024-01-01T13:00:00Z,008,49.524039997917136,-1.8404443308431655,alpha,0.0891,normal,operational
2024-01-01T13:00:00Z,009,49.53970976871205,-1.8421332706976683,beta,0.1287,normal,operational
2024-01-01T13:00:00Z,010,49.54115194352111,-1.8767024976760147,beta,0.1112,normal,operational
2024-01-01T13:00:00Z,011,49.533732253287454,-1.85943152862601,beta,0.1387,normal,operational
2024-01-01T13:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.1508,normal,operational
2024-01-01T13:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.1596,normal,operational
2024-01-01T13:00:00Z,014,49.52766286473023,-1.8621212148759514,gamma,0.0923,normal,operational
2024-01-01T13:00:00Z,015,49.53386878467631,-1.8465598296001553,beta,0.1257,normal,operational
2024-01-01T14:00:00Z,001,49.54744418130489,-1.8423994190897792,beta,0.116,normal,operational
2024-01-01T14:00:00Z,002,49.54811226239893,-1.840870942864567,alpha,0.0869,normal,operational
2024-01-01T14:00:00Z,003,49.528584186043595,-1.8753005055338143,beta,0.1177,normal,operational
2024-01-01T14:00:00Z,004,49.54491342878202,-1.8610001167375594,gamma,0.1708,normal,operational
2024-01-01T14:00:00Z,005,49.53925236556679,-1.8575866901502014,beta,0.1375,normal,operational
2024-01-01T14:00:00Z,006,49.53557287847391,-1.8438387445081026,beta,0.1277,normal,operational
2024-01-01T14:00:00Z,007,49.542097649439235,-1.8744515932910144,alpha,0.0916,normal,operational
2024-01-01T14:00:00Z,008,49.524039997917136,-1.8404443308431655,alpha,0.0613,normal,operational
2024-01-01T14:00:00Z,009,49.53970976871205,-1.8421332706976683,beta,0.1137,normal,operational
2024-01-01T14:00:00Z,010,49.54115194352111,-1.8767024976760147,beta,0.1177,normal,operational
2024-01-01T14:00:00Z,011,49.533732253287454,-1.85943152862601,beta,0.1438,normal,operational
2024-01-01T14:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.1258,normal,operational
2024-01-01T14:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.1406,normal,operational
2024-01-01T14:00:00Z,014,49.52766286473023,-1.8621212148759514,gamma,0.17,normal,operational
2024-01-01T14:00:00Z,015,49.53386878467631,-1.8465598296001553,beta,0.1024,normal,operational
2024-01-01T15:00:00Z,001,49.54744418130489,-1.8423994190897792,beta,0.1243,normal,operational
2024-01-01T15:00:00Z,002,49.54811226239893,-1.840870942864567,alpha,0.0902,normal,operational
2024-01-01T15:00:00Z,003,49.528584186043595,-1.8753005055338143,beta,0.1446,normal,operational
2024-01-01T15:00:00Z,004,49.54491342878202,-1.8610001167375594,gamma,0.104,normal,operational
2024-01-01T15:00:00Z,005,49.53925236556679,-1.8575866901502014,beta,0.122,normal,operational
2024-01-01T15:00:00Z,006,49.53557287847391,-1.8438387445081026,beta,0.1339,normal,operational
2024-01-01T15:00:00Z,007,49.542097649439235,-1.8744515932910144,alpha,0.0824,normal,operational
2024-01-01T15:00:00Z,008,49.524039997917136,-1.8404443308431655,alpha,0.1002,normal,operational
2024-01-01T15:00:00Z,009,49.53970976871205,-1.8421332706976683,beta,0.1246,normal,operational
2024-01-01T15:00:00Z,010,49.54115194352111,-1.8767024976760147,beta,0.1359,normal,operational
2024-01-01T15:00:00Z,011,49.533732253287454,-1.85943152862601,beta,0.119,normal,operational
2024-01-01T15:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.1424,normal,operational
2024-01-01T15:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.169,normal,operational
2024-01-01T15:00:00Z,014,49.52766286473023,-1.8621212148759514,gamma,0.156,normal,operational
2024-01-01T15:00:00Z,015,49.53386878467631,-1.8465598296001553,beta,0.1206,normal,operational
2024-01-01T16:00:00Z,001,49.54744418130489,-1.8423994190897792,beta,0.1164,normal,operational
2024-01-01T16:00:00Z,002,49.54811226239893,-1.840870942864567,alpha,0.0768,normal,operational
2024-01-01T16:00:00Z,003,49.528584186043595,-1.8753005055338143,beta,0.1278,normal,operational
2024-01-01T16:00:00Z,004,49.54491342878202,-1.8610001167375594,gamma,0.159,normal,operational
2024-01-01T16:00:00Z,005,49.53925236556679,-1.8575866901502014,beta,0.1021,normal,operational
2024-01-01T16:00:00Z,006,49.53557287847391,-1.8438387445081026,beta,0.0961,normal,operational
2024-01-01T16:00:00Z,007,49.542097649439235,-1.8744515932910144,alpha,0.095,normal,operational
2024-01-01T16:00:00Z,008,49.524039997917136,-1.8404443308431655,alpha,0.0711,normal,operational
2024-01-01T16:00:00Z,009,49.53970976871205,-1.8421332706976683,beta,0.143,normal,operational
2024-01-01T16:00:00Z,010,49.54115194352111,-1.8767024976760147,beta,0.1121,normal,operational
2024-01-01T16:00:00Z,011,49.533732253287454,-1.85943152862601,beta,0.1159,normal,operational
2024-01-01T16:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.1309,normal,operational
2024-01-01T16:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.1324,normal,operational
2024-01-01T16:00:00Z,014,49.52766286473023,-1.8621212148759514,gamma,0.1415,normal,operational
2024-01-01T16:00:00Z,015,49.53386878467631,-1.8465598296001553,beta,0.144,normal,operational
2024-01-01T17:00:00Z,001,49.54744418130489,-1.8423994190897792,beta,0.1247,normal,operational
2024-01-01T17:00:00Z,002,49.54811226239893,-1.840870942864567,alpha,0.0825,normal,operational
2024-01-01T17:00:00Z,003,49.528584186043595,-1.8753005055338143,beta,0.1066,normal,operational
2024-01-01T17:00:00Z,004,49.54491342878202,-1.8610001167375594,gamma,0.1245,normal,operational
2024-01-01T17:00:00Z,005,49.53925236556679,-1.8575866901502014,beta,0.1264,normal,operational
2024-01-01T17:00:00Z,006,49.53557287847391,-1.8438387445081026,beta,0.1352,normal,operational
2024-01-01T17:00:00Z,007,49.542097649439235,-1.8744515932910144,alpha,0.1059,normal,operational
2024-01-01T17:00:00Z,008,49.524039997917136,-1.8404443308431655,alpha,0.0617,normal,operational
2024-01-01T17:00:00Z,009,49.53970976871205,-1.8421332706976683,beta,0.1204,normal,operational
2024-01-01T17:00:00Z,010,49.54115194352111,-1.8767024976760147,beta,0.1386,normal,operational
2024-01-01T17:00:00Z,011,49.533732253287454,-1.85943152862601,beta,0.1334,normal,operational
2024-01-01T17:00:00Z,012,49.541573367549574,-1.8643918613158166,beta,0.1066,normal,operational
2024-01-01T17:00:00Z,013,49.548040167414584,-1.8437704747635872,gamma,0.1572,normal,operational
